track_id,track_name,artist_name,album_name,genre,song_version,language,lyricist,composer,release_year,track_no,bitrate,emotion_tag,song_likes,song_comments,user_id,user_city,user_gender,age_range,member_level,register_time,play_time,platform,play_duration,track_total_duration,is_skipped,is_repeat,is_collected,play_source
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701008,杭州,女,18-22,普通会员,2024-12-20,2025-12-14 20:14:08,PC端,99,214,0,1,0,系统推送
900101,走过咖啡屋 (摇滚版),轻烟大叔,摇滚翻唱集,摇滚,改编版,中文,庄奴,古月,2025,3,320,热血,325000,12800,20230701559,深圳,男,23-25,普通会员,2025-04-02,2025-12-12 14:01:59,手机端（iOS）,223,265,0,1,0,系统推送
900005,恋人,李荣浩,恋人专辑,流行,录音室版,中文,李荣浩,李荣浩,2025,2,320,抒情,762000,25600,20230701963,成都,男,18-22,普通会员,2025-11-10,2025-12-04 13:40:46,手机端（iOS）,152,185,0,0,0,主动搜索
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701984,北京,男,18-22,普通会员,2025-02-18,2025-12-12 08:40:56,手机端（Android）,155,294,0,0,1,好友推荐
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701425,北京,女,18-22,普通会员,2025-05-24,2025-12-18 08:26:02,手机端（iOS）,134,238,0,0,1,主动搜索
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701403,西安,男,18-22,普通会员,2025-08-20,2025-12-20 08:30:17,PC端,254,267,0,1,0,主动搜索
900101,走过咖啡屋 (摇滚版),轻烟大叔,摇滚翻唱集,摇滚,改编版,中文,庄奴,古月,2025,3,320,热血,325000,12800,20230701384,南京,男,18-22,白银会员,2025-11-22,2025-12-19 08:59:38,手机端（iOS）,211,256,0,0,0,系统推送
900005,恋人,李荣浩,恋人专辑,流行,录音室版,中文,李荣浩,李荣浩,2025,2,320,抒情,762000,25600,20230701030,武汉,男,23-25,普通会员,2025-03-05,2025-12-14 12:11:47,手机端（Android）,163,272,0,1,0,主动搜索
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701569,杭州,男,23-25,普通会员,2025-10-04,2025-12-22 20:12:20,手机端（iOS）,94,219,0,1,0,系统推送
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701010,深圳,男,18-22,普通会员,2025-01-28,2025-12-07 20:05:46,手机端（iOS）,230,288,0,0,0,好友推荐
900101,走过咖啡屋 (摇滚版),轻烟大叔,摇滚翻唱集,摇滚,改编版,中文,庄奴,古月,2025,3,320,热血,325000,12800,20230701217,重庆,女,23-25,普通会员,2025-01-01,2025-12-15 21:46:15,PC端,252,255,0,0,0,好友推荐
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701198,广州,男,18-22,黄金会员,2025-09-07,2025-12-08 09:50:16,手机端（iOS）,158,240,0,0,0,系统推送
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701595,西安,男,18-22,普通会员,2025-10-22,2025-12-20 08:06:12,手机端（iOS）,216,249,0,1,1,系统推送
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701919,重庆,男,23-25,白银会员,2025-11-06,2025-12-11 04:48:30,手机端（Android）,178,194,0,1,0,主动搜索
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701186,北京,男,26-30,普通会员,2025-03-04,2025-12-04 08:39:05,PC端,141,268,0,1,0,系统推送
900102,间距 (摇滚版),进一,间距EP,摇滚,录音室版,中文,进一,进一,2025,1,320,青春,289000,9500,20230701642,成都,女,26-30,普通会员,2025-10-25,2025-12-01 14:52:14,手机端（iOS）,91,181,0,0,0,好友推荐
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701045,深圳,女,18-22,普通会员,2025-07-31,2025-12-19 08:18:04,手机端（iOS）,97,222,0,0,0,好友推荐
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701907,杭州,女,23-25,普通会员,2025-04-04,2025-12-24 09:04:15,手机端（iOS）,112,269,0,1,0,歌单播放
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701147,上海,男,30+,普通会员,2025-11-09,2025-12-01 08:31:39,手机端（iOS）,166,268,0,1,0,系统推送
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701715,北京,男,26-30,普通会员,2025-03-28,2025-12-08 07:19:00,PC端,103,232,0,1,0,好友推荐
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701997,深圳,女,18-22,普通会员,2025-03-10,2025-12-04 09:35:05,平板端,148,208,0,0,1,好友推荐
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701663,南京,男,23-25,普通会员,2025-04-21,2025-12-09 08:17:35,PC端,185,217,0,1,0,系统推送
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701374,西安,女,23-25,普通会员,2025-03-01,2025-12-23 20:14:35,手机端（iOS）,227,285,0,0,1,系统推送
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701976,杭州,女,26-30,普通会员,2025-03-19,2025-12-18 20:06:32,手机端（iOS）,222,242,0,0,0,主动搜索
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701704,上海,女,30+,普通会员,2025-03-03,2025-12-08 08:54:24,手机端（iOS）,185,245,0,0,1,主动搜索
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701282,杭州,男,26-30,白银会员,2025-09-06,2025-12-08 14:18:21,手机端（Android）,162,208,0,0,0,主动搜索
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701077,广州,女,18-22,普通会员,2025-03-15,2025-12-23 22:12:49,手机端（Android）,134,296,0,0,0,歌单播放
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701278,成都,女,18-22,普通会员,2025-04-10,2025-12-22 09:43:43,手机端（iOS）,153,223,0,0,0,好友推荐
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701998,南京,女,23-25,普通会员,2025-03-16,2025-12-05 08:11:30,平板端,152,293,0,1,0,系统推送
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701077,南京,男,26-30,白银会员,2025-05-19,2025-12-05 20:22:40,手机端（Android）,290,295,0,1,0,系统推送
900102,间距 (摇滚版),进一,间距EP,摇滚,录音室版,中文,进一,进一,2025,1,320,青春,289000,9500,20230701613,深圳,男,18-22,普通会员,2025-02-11,2025-12-12 08:18:21,PC端,110,205,0,0,0,系统推送
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701020,武汉,女,30+,普通会员,2025-07-14,2025-12-19 20:18:06,PC端,197,293,0,0,0,好友推荐
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701025,北京,女,18-22,普通会员,2025-09-26,2025-12-25 20:39:32,手机端（iOS）,112,231,0,0,0,主动搜索
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701701,武汉,男,18-22,普通会员,2025-08-31,2025-12-15 07:16:52,手机端（iOS）,91,204,0,1,0,主动搜索
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701188,上海,女,23-25,普通会员,2025-07-05,2025-12-06 14:44:05,手机端（Android）,134,253,0,0,0,系统推送
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701452,北京,男,18-22,普通会员,2025-08-14,2025-12-06 08:48:00,手机端（iOS）,86,198,0,1,0,主动搜索
900101,走过咖啡屋 (摇滚版),轻烟大叔,摇滚翻唱集,摇滚,改编版,中文,庄奴,古月,2025,3,320,热血,325000,12800,20230701759,杭州,女,18-22,白银会员,2025-06-25,2025-12-12 08:36:00,PC端,174,258,0,1,0,系统推送
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701706,武汉,女,18-22,普通会员,2025-02-13,2025-12-17 09:06:57,手机端（iOS）,122,185,0,1,0,好友推荐
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701101,北京,男,18-22,普通会员,2025-01-20,2025-12-08 22:55:35,手机端（Android）,125,207,0,0,1,好友推荐
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701479,杭州,女,18-22,黄金会员,2025-10-12,2025-12-12 07:12:37,手机端（Android）,194,228,0,1,0,歌单播放
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701509,北京,女,23-25,普通会员,2025-09-21,2025-12-12 20:05:50,手机端（iOS）,171,208,0,0,0,系统推送
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701971,重庆,男,30+,普通会员,2025-10-26,2025-12-20 20:17:44,手机端（iOS）,82,197,0,1,1,主动搜索
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701373,上海,男,18-22,普通会员,2025-02-08,2025-12-25 00:05:58,手机端（iOS）,262,281,0,1,0,好友推荐
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701639,西安,男,18-22,普通会员,2025-01-11,2025-12-15 13:31:04,手机端（iOS）,158,262,0,0,0,系统推送
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701359,杭州,男,18-22,普通会员,2025-09-14,2025-12-18 14:11:41,手机端（Android）,165,266,0,0,1,好友推荐
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701924,南京,女,18-22,普通会员,2025-07-25,2025-12-17 21:23:05,手机端（iOS）,118,242,0,1,0,歌单播放
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701415,武汉,男,23-25,普通会员,2024-12-14,2025-12-02 07:51:59,手机端（iOS）,75,188,0,1,1,主动搜索
900101,走过咖啡屋 (摇滚版),轻烟大叔,摇滚翻唱集,摇滚,改编版,中文,庄奴,古月,2025,3,320,热血,325000,12800,20230701078,重庆,男,18-22,普通会员,2025-06-25,2025-12-01 12:15:56,手机端（Android）,94,210,0,0,0,主动搜索
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701651,北京,女,23-25,普通会员,2025-02-07,2025-12-19 21:16:44,手机端（Android）,168,190,0,1,0,系统推送
900102,间距 (摇滚版),进一,间距EP,摇滚,录音室版,中文,进一,进一,2025,1,320,青春,289000,9500,20230701002,深圳,女,18-22,普通会员,2025-03-10,2025-12-11 08:00:03,PC端,179,220,0,0,0,好友推荐
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701741,重庆,男,26-30,普通会员,2025-03-12,2025-12-17 12:05:48,手机端（iOS）,273,284,0,0,0,好友推荐
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701577,南京,男,18-22,普通会员,2024-12-29,2025-12-18 07:57:07,手机端（Android）,100,231,0,1,1,好友推荐
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701285,成都,男,18-22,普通会员,2025-02-15,2025-12-21 20:28:07,手机端（Android）,171,252,0,1,0,好友推荐
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701631,重庆,男,18-22,白银会员,2025-08-11,2025-12-21 20:20:53,PC端,198,199,0,1,0,系统推送
900101,走过咖啡屋 (摇滚版),轻烟大叔,摇滚翻唱集,摇滚,改编版,中文,庄奴,古月,2025,3,320,热血,325000,12800,20230701720,广州,女,30+,普通会员,2025-02-06,2025-12-07 07:30:49,手机端（Android）,148,284,0,0,0,系统推送
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701252,重庆,男,18-22,普通会员,2025-06-10,2025-12-16 07:37:24,手机端（Android）,95,200,0,0,0,主动搜索
900005,恋人,李荣浩,恋人专辑,流行,录音室版,中文,李荣浩,李荣浩,2025,2,320,抒情,762000,25600,20230701813,上海,男,18-22,普通会员,2025-04-21,2025-12-06 12:09:27,平板端,154,223,0,0,0,系统推送
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701241,广州,女,23-25,普通会员,2025-04-17,2025-12-11 14:39:39,手机端（Android）,157,185,0,0,1,好友推荐
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701377,西安,男,26-30,普通会员,2025-08-13,2025-12-13 12:01:33,手机端（Android）,159,210,0,1,0,好友推荐
900005,恋人,李荣浩,恋人专辑,流行,录音室版,中文,李荣浩,李荣浩,2025,2,320,抒情,762000,25600,20230701544,南京,女,18-22,普通会员,2025-04-24,2025-12-08 09:05:14,手机端（Android）,237,263,0,0,0,系统推送
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701335,杭州,女,26-30,普通会员,2025-05-11,2025-12-19 22:54:51,手机端（iOS）,128,195,0,1,0,主动搜索
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701106,杭州,女,18-22,普通会员,2024-12-07,2025-12-20 12:45:58,手机端（iOS）,144,189,0,1,0,系统推送
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701756,重庆,女,23-25,普通会员,2024-12-13,2025-12-23 08:25:50,手机端（Android）,138,259,0,0,1,主动搜索
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701550,南京,男,23-25,普通会员,2025-08-09,2025-12-14 06:49:14,手机端（iOS）,128,249,0,0,0,主动搜索
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701349,成都,女,18-22,普通会员,2025-07-16,2025-12-09 13:40:45,手机端（Android）,215,249,0,0,0,歌单播放
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701705,上海,女,18-22,黄金会员,2025-10-12,2025-12-17 08:35:45,手机端（Android）,207,255,0,0,1,系统推送
900102,间距 (摇滚版),进一,间距EP,摇滚,录音室版,中文,进一,进一,2025,1,320,青春,289000,9500,20230701302,武汉,男,18-22,普通会员,2024-12-03,2025-12-01 12:17:40,平板端,124,197,0,0,1,系统推送
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701582,上海,女,18-22,普通会员,2025-04-19,2025-12-08 08:45:33,手机端（Android）,184,269,0,0,0,歌单播放
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701397,杭州,男,18-22,普通会员,2025-08-24,2025-12-13 08:05:13,手机端（Android）,202,292,0,1,0,歌单播放
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701921,成都,男,18-22,普通会员,2025-04-16,2025-12-23 08:28:27,手机端（Android）,126,219,0,0,1,主动搜索
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701352,重庆,男,18-22,普通会员,2025-07-18,2025-12-13 12:35:18,手机端（iOS）,164,285,0,0,0,好友推荐
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701381,南京,未知,18-22,普通会员,2025-06-26,2025-12-15 07:32:22,手机端（iOS）,125,295,0,0,0,好友推荐
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701612,深圳,男,26-30,普通会员,2025-08-11,2025-12-18 08:33:28,手机端（Android）,290,300,0,0,0,主动搜索
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701502,广州,男,18-22,普通会员,2025-02-28,2025-12-21 08:35:17,手机端（iOS）,143,275,0,0,0,系统推送
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701610,南京,男,18-22,普通会员,2024-12-10,2025-12-04 13:46:59,手机端（iOS）,159,297,0,1,0,主动搜索
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701155,北京,未知,23-25,普通会员,2025-10-14,2025-12-02 21:40:22,手机端（Android）,139,277,0,0,0,好友推荐
900102,间距 (摇滚版),进一,间距EP,摇滚,录音室版,中文,进一,进一,2025,1,320,青春,289000,9500,20230701314,成都,男,23-25,普通会员,2025-05-08,2025-12-22 07:28:17,手机端（Android）,112,271,0,1,0,歌单播放
900102,间距 (摇滚版),进一,间距EP,摇滚,录音室版,中文,进一,进一,2025,1,320,青春,289000,9500,20230701555,西安,男,18-22,普通会员,2025-03-06,2025-12-07 07:03:25,手机端（Android）,112,248,0,0,1,歌单播放
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701728,南京,男,18-22,普通会员,2025-03-15,2025-12-13 07:21:31,手机端（Android）,286,300,0,0,0,好友推荐
